Name                  RAJ2000     DEJ2000    Umag    Bmag    Vmag    Imag    Jmag    Hmag    Ksmag   [3.6]   [4.5]   [5.8]   [8.0]  Class                           
                        deg         deg       mag     mag     mag     mag     mag     mag     mag     mag     mag     mag     mag                                   

[ST92]1-9           084.375458  -69.164169  14.946  15.692  15.578  15.403  15.117  15.043  15.083  14.819  14.862  99.999  99.999  O9 V                            
[ST92]1-18          084.389961  -69.186890  15.032  15.880  15.733  15.344  14.971  14.901  14.742  14.838  14.805  99.999  99.999  O5 V((f))                       
[ST92]1-25          084.403542  -69.139717  15.542  16.367  16.193  15.842  15.604  15.515  15.477  15.300  15.271  99.999  99.999  O6 V                            
[ST92]1-26          084.404793  -69.171692  15.240  15.965  16.044  15.485  15.324  15.203  15.150  15.157  15.067  99.999  99.999  O9 V                            
[ST92]1-29          084.410584  -69.172195  12.875  13.744  13.710  13.555  13.446  13.410  13.373  13.397  13.375  13.638  99.999  O6 V                            
[ST92]1-34          084.414497  -69.180496  14.657  15.346  15.141  15.135  14.855  14.644  14.608  14.472  14.422  99.999  99.999  O7 V                            
[ST92]1-37          084.417709  -69.179550  14.544  14.845  15.227  14.641  13.546  13.492  13.199  13.288  13.215  12.810  99.999  O7 V                            
[ST92]1-48          084.429626  -69.177162  99.999  99.999  99.999  99.999  14.790  99.999  14.563  14.822  99.999  99.999  99.999  O6.5 V                          
[ST92]1-51          084.433334  -69.160866  14.784  15.983  15.780  15.890  15.895  15.821  15.663  15.483  14.659  13.879  11.404  O8 V                            
[ST92]1-56          084.438461  -69.170441  15.506  16.145  15.898  15.762  15.492  15.246  15.156  14.862  14.586  12.833  11.167  O6.5 V                          
[ST92]1-58          084.441208  -69.172806  15.790  16.327  16.167  15.944  15.736  15.621  15.505  15.166  14.986  99.999  99.999  O6: V                           
[ST92]1-61          084.442879  -69.139084  15.863  16.667  16.570  16.316  16.168  16.089  16.213  16.038  99.999  99.999  99.999  O8 V                            
[ST92]1-62          084.443749  -69.169082  14.800  15.607  15.582  15.687  15.700  15.703  15.603  15.598  99.999  99.999  99.999  O3-4 V                          
[ST92]1-87          084.476914  -69.161529  12.897  13.591  13.702  13.631  13.774  13.812  13.811  13.828  13.809  14.077  99.999  O9 V                            
[ST92]1-97          084.496086  -69.199081  13.935  14.655  14.389  14.035  13.879  13.833  13.777  13.678  13.737  99.999  99.999  O5: V                           
Sk -69 238          084.496582  -69.453415  11.212  12.069  12.267  12.370  12.429  12.484  12.479  12.447  12.445  12.418  12.501  O6.5 V((f))                     
Parker32            084.597176  -69.121155  13.332  14.261  14.169  14.051  13.991  13.911  13.929  13.956  14.003  99.999  99.999  O8.5 V                          
Parker76            084.606773  -69.101211  15.263  16.167  16.142  15.750  16.295  16.039  15.803  15.109  99.999  99.999  99.999  O9:: V:                         
Parker83            084.609299  -69.083847  13.996  14.810  14.826  14.992  15.475  15.654  15.366  15.402  99.999  99.999  99.999  O9-9.5 V                        
Parker304           084.636047  -69.075691  99.999  99.999  99.999  99.999  13.612  13.731  13.765  13.791  99.999  99.999  99.999  O8 V                            
Parker9017          084.667457  -69.020111  12.901  14.010  13.905  14.010  14.013  14.000  14.039  13.981  13.965  99.999  99.999  O8.5 V                          
Parker791           084.669685  -69.140244  15.347  16.015  15.808  15.458  15.141  15.042  15.004  14.806  99.999  99.999  99.999  O3-5 V                          
Parker9034          084.701706  -68.997200  14.379  15.246  15.339  15.591  15.666  15.652  15.652  15.764  15.729  99.999  99.999  O9.5 V                          
Parker1573          084.713890  -69.069031  14.264  15.263  14.368  14.376  14.078  13.770  13.425  13.479  99.999  99.999  99.999  O3-6 V:                         
BI 254              084.718460  -65.904304  13.597  14.521  14.625  14.923  15.182  15.451  15.282  15.436  15.504  99.999  99.999  O8 V                            
Parker1643          084.723511  -69.136581  14.927  15.746  15.725  15.327  99.999  99.999  99.999  15.122  14.957  99.999  99.999  O3-5 Vz                         
Parker1892          084.753151  -69.120285  15.301  15.945  15.709  15.314  99.999  99.999  99.999  14.918  14.821  99.999  99.999  O8.5 Vz                         
Parker1966          084.764320  -69.109634  14.824  15.549  15.522  15.624  15.524  15.593  15.849  15.533  99.999  99.999  99.999  O9:: V:                         
Parker1988          084.770332  -69.094574  13.507  14.355  14.240  13.891  13.987  13.896  13.892  13.589  99.999  99.999  99.999  O9 V:                           
Parker2041          084.795509  -69.103783  14.314  15.101  15.011  14.676  14.601  14.590  14.600  14.418  14.387  99.999  99.999  O4: V((f))                      
Parker2246          084.900536  -69.083054  13.618  14.469  14.319  14.326  14.344  14.246  14.045  14.269  14.048  99.999  99.999  O4 V                            
BI 260              084.902664  -69.468170  12.635  13.569  13.522  13.664  13.552  13.440  13.357  13.272  13.341  13.804  99.999  O7 V((f))                       
[ST92]4-33          084.992081  -69.403892  13.511  14.334  14.414  14.426  14.277  14.403  14.444  14.545  14.534  14.532  99.999  O7 V                            
W4-9                084.998459  -69.411110  13.762  14.643  14.754  14.840  14.908  15.008  15.078  15.059  14.974  14.748  99.999  O8 V                            
[ST92]4-40          085.012123  -69.398109  14.189  15.053  15.191  15.228  15.394  15.618  15.508  15.533  15.466  99.999  99.999  O8 V                            
BI 265              085.019295  -69.664085  11.526  12.346  12.375  12.493  12.698  12.723  12.718  12.727  12.718  12.690  12.587  O6 V                                          
LH110-843           085.423752  -71.327942  14.288  15.184  15.287  15.497  99.999  99.999  99.999  15.879  15.687  99.999  99.999  O9 V                            
lmc2-703            085.785042  -67.848144  13.062  13.964  14.150  14.465  14.598  14.738  14.813  14.848  14.868  14.763  13.637  O9.5 V                          
